id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;lat;lon
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 17 - Finca Jose Mora young_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 17 - Finca Jose Mora young_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 17 - Finca Jose Mora young;NA;Transect 17 - Finca Jose Mora young;1.043.222.222;-8.398.638.889;11;11;2006;exact;recovering;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;NA;pasture ca 12 years;NA;1;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;animal farming;NA;NA;NA;none;0;0;none;regular;community;species;476;60;284;4.803.242.107.524.710;3.973.049.043;55;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 18 - Finca Ricardo Murillo_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 18 - Finca Ricardo Murillo_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 18 - Finca Ricardo Murillo;NA;Transect 18 - Finca Ricardo Murillo;1.043.277.778;-83.99;10;10;2006;exact;recovering;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;NA;pasture ca 15 years;NA;1;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;animal farming;NA;NA;NA;none;0;0;none;regular;community;species;476;47;282;4.598.768.104.885.990;3.286.122.535;44;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 19 - LS 2850_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 19 - LS 2850_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 19 - LS 2850;NA;Transect 19 - LS 2850;10.410.833.330.000.000;-8.403.138.889;35;35;2006;exact;recovering;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;NA;pasture ca 5 years;NA;1;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;animal farming;NA;NA;NA;none;0;0;none;regular;community;species;476;110;328;6.094.893.292.724.080;6.319.627.655.977;99;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 2 - LEP 650_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 2 - LEP 650_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 2 - LEP 650;NA;Transect 2 - LEP 650;1.043.138.889;-8.403.472.222;19;19;2004;exact;recovering;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;NA;pasture > 20 years;NA;1;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;animal farming;NA;NA;NA;none;0;0;none;regular;community;species;476;41;206;44.100.260.213.859.900;3.346.461.105;37;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 20 - Finca Jose Mora older_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 20 - Finca Jose Mora older_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 20 - Finca Jose Mora older;NA;Transect 20 - Finca Jose Mora older;1.043.194.444;-8.398.666.667;25;25;2006;exact;recovering;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;NA;pasture ca 12 years;NA;1;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;animal farming;NA;NA;NA;none;0;0;none;regular;community;species;476;59;251;4.965.589.032.772.780;3.837.993.842.264;54;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 21 - Cuatro Rios_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 21 - Cuatro Rios_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 21 - Cuatro Rios;NA;Transect 21 - Cuatro Rios;1.038.972.222;-8.412.861.111;34;34;2006;exact;recovering;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;NA;pasture < 5 years;NA;1;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;animal farming;NA;NA;NA;none;0;0;none;regular;community;species;476;82;338;4.744.356.221.808.240;5.614.478.078.064;74;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 22 - Selva Verde old growth_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 22 - Selva Verde old growth_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 22 - Selva Verde old growth;NA;Transect 22 - Selva Verde old growth;1.044.194.444;-8.406.555.556;500;Old;2006;category;reference;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;NA;none;NA;0;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;none;NA;NA;NA;none;0;0;none;regular;community;species;476;91;240;6.166.792.202.564.730;4.897.508.455.609;79;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 23 - Tirimbina_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 23 - Tirimbina_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 23 - Tirimbina;NA;Transect 23 - Tirimbina;1.040.083.333;-8.411.194.444;24;24;2006;exact;recovering;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;NA;pasture >> 10 years;NA;1;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;animal farming;NA;NA;NA;none;0;0;none;regular;community;species;476;84;331;54.827.803.131.939.800;492.872.457.525;78;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 24 - Selva Verde young_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 24 - Selva Verde young_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 24 - Selva Verde young;NA;Transect 24 - Selva Verde young;1.045.583.333;-8.406.805.556;18;18;2006;exact;recovering;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;NA;pasture ca 5 years;NA;1;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;animal farming;NA;NA;NA;none;0;0;none;regular;community;species;476;86;420;5.360.344.127.527.440;4.988.283.304.779;77;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 25 - Finca El Bejuco old growth_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 25 - Finca El Bejuco old growth_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 25 - Finca El Bejuco old growth;NA;Transect 25 - Finca El Bejuco old growth;1.045.611.111;-8.406.305.556;500;Old;2006;category;reference;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;NA;none;NA;0;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;none;NA;NA;NA;none;0;0;none;regular;community;species;476;112;283;6.429.034.559.528.550;53.538.284.583.390.000;97;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 26 - Arrozal_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 26 - Arrozal_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 26 - Arrozal;NA;Transect 26 - Arrozal;1.039.833.333;-8.409.944.444;16;16;2006;exact;recovering;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;NA;rice cultivation, one season;NA;1;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;cultivation;NA;NA;NA;none;0;0;none;regular;community;species;476;92;435;5.527.337.421.703.360;589.632.450.566;87;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 27 - Manu_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 27 - Manu_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 27 - Manu;NA;Transect 27 - Manu;1.040.472.222;-8.412.111.111;42;42;2006;exact;recovering;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;cutting;burning;NA;2;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;burning;NA;logging;NA;none;0;0;none;regular;community;species;476;136;351;6.658.135.732.566.390;758.099.765.628;125;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 28 - Tirimbina old growth_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 28 - Tirimbina old growth_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 28 - Tirimbina old growth;NA;Transect 28 - Tirimbina old growth;10.410.833.330.000.000;-8.411.305.556;500;Old;2006;exact;reference;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;NA;none;NA;0;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;none;NA;NA;NA;none;0;0;none;regular;community;species;476;116;311;6.352.838.947.360.440;657.368.160.058;105;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 29 - Botarrama_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 29 - Botarrama_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 29 - Botarrama;NA;Transect 29 - Botarrama;1.040.472.222;-8.410.194.444;42;44;2006;exact;recovering;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;cutting;burning;NA;2;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;burning;NA;logging;NA;none;0;0;none;regular;community;species;476;101;306;5.990.375.055.366.860;573.202.949.541;88;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 3 - LEP 450_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 3 - LEP 450_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 3 - LEP 450;NA;Transect 3 - LEP 450;1.043.277.778;-8.403.333.333;27;27;2004;exact;recovering;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;NA;pasture ca 5 years;NA;1;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;animal farming;NA;NA;NA;none;0;0;none;regular;community;species;476;79;285;5.606.066.395.440.760;4.658.769.186.309;71;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 30 - Aceituno_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 30 - Aceituno_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 30 - Aceituno;NA;Transect 30 - Aceituno;1.041.361.111;-8.410.444.444;35;32;2006;exact;recovering;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;cutting;burning;NA;2;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;burning;NA;logging;NA;none;0;0;none;regular;community;species;476;105;286;6.031.469.365.042.580;5.611.350.821.914;93;0.014675052;10.42;-84.05
PR_Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 4 - LS 2250_NA;PR;Letcher and Chazdon 2009_Forest recovery Costa Rica_Transect 4 - LS 2250_NA;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;PR_Letcher and Chazdon 2009_Forest recovery Costa Rica;Letcher and Chazdon 2009;Forest recovery Costa Rica;Transect 4 - LS 2250;NA;Transect 4 - LS 2250;1.041.277.778;-8.402.777.778;19;18;2005;exact;recovering;Tracheophyta;"dbh woody species ≥ 2.5 cm; dbh lianas ≥ 0.5 cm; diameter giant herbs > 2.5 cm";abundance;abundance (individuals);no;line/belt transects;1;NA;1;30;1000;NA;NA;pasture ca 5 years;NA;1;NA;Modified Gentry transect (Phillips & Miller 2002) to survey vegetation in 0.1 ha at each site. The transect consisted of a series of five parallel strips of 2x100 m, each separated by 10m. So it is like 5 transects in one but I put one replicate per site;Wen;Costa Rica;vascular plants;mix;animal farming;NA;NA;NA;none;0;0;none;regular;community;species;476;73;263;5.221.929.795.899.370;46.132.183.591.739.900;67;0.014675052;10.42;-84.05
