id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;lat;lon
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p138_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p138_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p138;NA;p138;51.17;3.2;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;7;NA;NA;493.838715561;4;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p14_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p14_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p14;NA;p14;51.12;3.23;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;13;NA;NA;678.687685;6;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p148_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p148_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p148;NA;p148;51.02;3.83;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;9;NA;NA;335.717464561;3;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p149_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p149_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p149;NA;p149;51.02;3.83;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;12;NA;NA;641.689396561;6;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p157_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p157_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p157;NA;p157;50.96;3.74;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;20;NA;NA;631.031288;7;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p16_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p16_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p16;NA;p16;51.12;3.22;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;15;NA;NA;1110.751874561;10;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p162_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p162_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p162;NA;p162;51.06;3.41;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;22;NA;NA;1096.642379561;12;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p167_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p167_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p167;NA;p167;51.06;3.41;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;27;NA;NA;1044.826266561;11;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p168_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p168_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p168;NA;p168;51.06;3.41;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;26;NA;NA;1140.527999561;11;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p17_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p17_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p17;NA;p17;51.12;3.22;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;12;NA;NA;543.783401561;5;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p171_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p171_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p171;NA;p171;51.24;4.07;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;18;NA;NA;601.959089;7;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p172_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p172_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p172;NA;p172;51.24;4.07;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;19;NA;NA;685.087882341;7;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p173_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p173_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p173;NA;p173;51.06;3.43;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;21;NA;NA;989.347844561;10;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p174_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p174_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p174;NA;p174;51.06;3.43;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;13;NA;NA;648.614827561;6;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p176_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p176_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p176;NA;p176;51.06;3.43;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;21;NA;NA;965.182269561;10;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p18_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p18_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p18;NA;p18;51.1;3.27;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;16;NA;NA;821.810213;8;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p19_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p19_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p19;NA;p19;51.1;3.27;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;13;NA;NA;736.169261;7;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p2_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p2_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p2;NA;p2;51.06;3.51;147;< 147;2009;maximum;recovering;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;agricultural land;NA;2;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;farming;NA;NA;logging;logging;0;0;none;regular;community;species;94;20;NA;NA;1067.905499561;9;0.0319148936170213;51.09;3.47
PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p20_NA;PR;Baeten et al. 2010a_Ancient and post agricultural forests_Belgium_p20_NA;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;PR_Baeten et al. 2010a_Ancient and post agricultural forests_Belgium;Baeten et al. 2010a;Ancient and post agricultural forests_Belgium;p20;NA;p20;51.09;3.27;234;> 234;2009;minimum;reference;herbaceous;presence;occurrence;occurrence (presence/absence);no;visual encounter survey;1;NA;1;78;1;deforestation and reforestation phases. Early impacts in pre-history;NA;none;NA;0;some cuttings are probable, but not more recent than 10 years;Alluvial forests. Assuming that those plots are the once measured in 2009 but not in 1980;NA;Belgium;herbs;users;none;NA;NA;logging;logging;0;0;none;regular;community;species;94;14;NA;NA;584.44712;6;0.0319148936170213;51.09;3.47
