taxon_clean;taxon_ori;kingdom;phylum;class;order;family;genus;IsGymnosperm
Arisaema triphyllum;Arisaema triphyllum;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Arisaema;No
Arisaema triphyllum;Arisaema triphyllum (L) Schott;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Arisarum vulgare;Arisarum vulgare;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Arisarum;No
Aristolochia decandra;Aristolochia decandra;Plantae;Tracheophyta;Magnoliopsida;Piperales;Aristolochiaceae;Aristolochia;No
Aristolochia foveolata;Aristolochia foveolata;Plantae;Tracheophyta;Magnoliopsida;Piperales;Aristolochiaceae;Aristolochia;No
Aristolochia;Aristolochia sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Aristolochia;Aristolochia sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Aristolochia sp 2;Aristolochia sp.2;Plantae;Tracheophyta;Magnoliopsida;Piperales;Aristolochiaceae;Aristolochia;No
Aristolochia sprucei;Aristolochia sprucei;Plantae;Tracheophyta;Magnoliopsida;Piperales;Aristolochiaceae;Aristolochia;No
Aristotelia serrata;Aristotelia serrata;Plantae;Tracheophyta;Magnoliopsida;Oxalidales;Elaeocarpaceae;Aristotelia;No
Arnica cordifolia;Arnica cordifolia;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Arnica;No
Arnica mollis;Arnica mollis;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Arnica;No
Arnica parryi;Arnica parryi;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Arnica;No
Arrabidaea chica;Arrabidaea chica;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Bignoniaceae;Fridericia;No
Arrabidaea floribunda;Arrabidaea floribunda (Kunth) Loes.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Arrabidaea florida;Arrabidaea florida;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Bignoniaceae;Fridericia;No
Arrabidaea patellifera;Arrabidaea patellifera;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Bignoniaceae;Fridericia;No
Arrabidaea verrucosa;Arrabidaea verrucosa;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Bignoniaceae;Fridericia;No
Artabotrys roseus;Artabotrys rosea;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Bignoniaceae;Fridericia;No
Artabotrys roseus;Artabotrys rosea;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Artabotrys ;Artabotrys sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Artabotrys sp ;Artabotrys sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Bignoniaceae;Fridericia;No
Artabotrys suaveolens;Artabotrys suaveolens;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Artabotrys;No
Artemisia vulgaris;Artemesia vulgaris;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Artemisia tangutica;Artemisia tangutica;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Artemisia;No
Artemisia vulgaris;Artemisia vulgaris;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Artemisia;No
Arthonia ilicina;Arthonia cf. ilicina;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Artemisia;No
Arthonia cinnabarina;Arthonia cinnabarina;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Artemisia;No
Arthrophyllum diversifolium;Arthrophyllum diversifolium;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Artocarpus;Artocarpus;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus altilis;Artocarpus altilisa (Moraceae);Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Artocarpus anisophyllus;Artocarpus anisophyllus;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus mollis;Artocarpus cf.mollis;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Artocarpus dadah;Artocarpus dadah;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus dadah;Artocarpus dadak;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus dumosa;Artocarpus dumosa;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus elasticus;Artocarpus elasticus;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus heterophyllus;Artocarpus heterophyllus;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus integra;Artocarpus integra;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus kemando;Artocarpus kemando;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus lanceifolius;Artocarpus lanceifolius;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus lanceolatus;Artocarpus lanceolata Trec.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Artocarpus nitidus;Artocarpus nitidus;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus odoratissimus;Artocarpus odoratissima;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus odoratissimus;Artocarpus odoratissimus;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus rigidus;Artocarpus rigidus;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus sericicarpus;Artocarpus sericicarpus;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus sp;Artocarpus sp.;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus sp ;Artocarpus sp. 1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus sp 3;Artocarpus sp. 3;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus sp 4;Artocarpus sp. 4;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus ;Artocarpus sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Artocarpus styracifolius;Artocarpus styracifolius;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus tamaran;Artocarpus tamaran;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Artocarpus teysmannii;Artocarpus teysmanni;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
ARUM MACULATIM;ARUM   MACULATIM;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus;No
Asarum canadense;Asarum canadense;Plantae;Tracheophyta;Magnoliopsida;Piperales;Aristolochiaceae;Asarum;No
Asparagus racemosus;Asparagus racimosus;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Asphodelus albus;Asphodelus albus;Plantae;Tracheophyta;Liliopsida;Asparagales;Asphodelaceae;Asphodelus;No
Aspidosperma megalocarpon;Aspidosperma aff megalocarpon Muell. Arg.;Plantae;Tracheophyta;Liliopsida;Asparagales;Asphodelaceae;Asphodelus;No
Aspidosperma desmanthum;Aspidosperma cf desmanthum Bentham & Muell. Arg.;Plantae;Tracheophyta;Liliopsida;Asparagales;Asphodelaceae;Asphodelus;No
Aspidosperma shultesii;Aspidosperma cf shultesii Woodson;Plantae;Tracheophyta;Liliopsida;Asparagales;Asphodelaceae;Asphodelus;No
Aspidosperma excelsum;Aspidosperma excelsum Bentham;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Aspidosperma;No
Aspidosperma olivaceum;Aspidosperma olivaceum Müll. Arg.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Aspidosperma pyricollum;Aspidosperma pyricollum Müll. Arg.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Aspidosperma rigidum;Aspidosperma rigidum Rusby;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Aspidosperma sandwithianum;Aspidosperma sandwithianum;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Aspidosperma;No
Aspidosperma sp ;Aspidosperma sp. 1;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Aspidosperma;No
Aspidosperma spruceanum;Aspidosperma spruceanum;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Aspidosperma;No
Aspidospermum exalatum;Aspidospermum exalatum;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Aspidospermum oblongum;Aspidospermum oblongum;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Aspidospermum;Aspidospermum sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Asplenium montanum;Asplenium montanum Willd;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Asplenium nidus;Asplenium nidus;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Aspleniaceae;Asplenium;No
Asplenium onopteris;Asplenium onopteris;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Aspleniaceae;Asplenium;No
Asplenium pellucidum;Asplenium pellucidum;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Aspleniaceae;Asplenium;No
Asplenium;Asplenium sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Asplenium sp 2;Asplenium sp.2;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Aspleniaceae;Asplenium;No
Asplenium tenerum;Asplenium tenerum;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Aspleniaceae;Asplenium;No
Asplenium nidus;Asplenium.nidus;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Aspleniaceae;Asplenium;No
Asplenium scolopendropsis;Asplenium.scolopendropsis;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Aspleniaceae;Asplenium;No
Asplenium sp ;Asplenium.sp.1;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Aspleniaceae;Asplenium;No
Asplenium sp 2;Asplenium.sp.2;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Aspleniaceae;Asplenium;No
Asplenium tenerum;Asplenium.tenerum;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Aspleniaceae;Asplenium;No
Aster acuminatus;Aster acuminatus;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Aster;No
Asterogyne martiana;Asterogyne martiana;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Asterogyne;No
Astrocaryum aculeatissimum;Astrocaryum aculeatissimum (Schott) Burret;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Astrocaryum gynacanthum;Astrocaryum gynacanthum;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Astrocaryum;No
Astrocaryum mexicanum;Astrocaryum mexicanum;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Astrocaryum;No
Astrocaryum munbaca;Astrocaryum mumbaca;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Astrocaryum munbaca;Astrocaryum munbaca;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Astrocaryum;No
Astrocaryum murumuru;Astrocaryum murumuru;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Astrocaryum;No
Astrocaryum sp;Astrocaryum sp.;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Astrocaryum;No
Astrocaryum standleyanum;Astrocaryum standleyanum;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Astrocaryum;No
Astrocaryum ulei;Astrocaryum ulei;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Astrocaryum;No
Astroloma pinifolium;Astroloma pinifolium;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Stenanthera;No
Astronium graveolens;Astronium graveolens;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Anacardiaceae;Astronium;No
Astronium lecointei;Astronium lecointei;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Anacardiaceae;Astronium;No
Astronium urundeuva;Astronium urundueva (Allemao) Engl.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Astrotricha longifolia;Astrotricha longifolia;Plantae;Tracheophyta;Magnoliopsida;Apiales;Araliaceae;Astrotricha;No
Asystasia ;Asystasia sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Asystasia sp ;Asystasia sp.1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Araliaceae;Astrotricha;No
Ateleia cubensis;Ateleia cubensis Griseb.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Ateleia herbert-smithii;Ateleia herbert-smithii;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Ateleia;No
ATHYRIUM FILIX-FEM;ATHYRIUM   FILIX-FEM;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Ateleia;No
Athyrium bantamense;Athyrium bantamense;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Athyriaceae;Diplazium;No
Athyrium filix-femina;Athyrium filix-femina;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Athyriaceae;Athyrium;No
Atrichum sp;Atrichum sp.;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Athyriaceae;Athyrium;No
Attalea butyracea;Attalea butyracea;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Attalea;No
Attalea dubia;Attalea dubia (Mart.) Burret;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Attalea sp;Attalea sp;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Attalea;No
Aucuba japonica;Aucuba japonica;Plantae;Tracheophyta;Magnoliopsida;Garryales;Garryaceae;Aucuba;No
Aulacomnium palustre;Aulacomnium palustre;Plantae;Bryophyta;Bryopsida;Aulacomniales;Aulacomniaceae;Aulacomnium;No
Aureolejeunea fulva;Aureolejeunea fulva;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Cheilolejeunea;No
Avena barbata;Avena barbata;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Avena;No
Avena sativa;Avena sativa;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Avena;No
Averrhoa carambola;Averrhoa carambola;Plantae;Tracheophyta;Magnoliopsida;Oxalidales;Oxalidaceae;Averrhoa;No
Axonopus affinis;Axonopus affinis;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Axonopus;No
Axonopus compressus;Axonopus compressus;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Axonopus;No
Azadirachta excelsa;Azadirachta excelsa;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Azadirachta;No
Bacaba;Bacaba;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Meliaceae;Azadirachta;No
Baccaurea;Baccaurea;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea angulata;Baccaurea angulata;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea bracteata;Baccaurea bracteata;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea deflexa;Baccaurea deflexa;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea edulis;Baccaurea edulis;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea kunstleri;Baccaurea kunstleri;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea lanceolata;Baccaurea lanceolata;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea macrocarpa;Baccaurea macrocarpa;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea macrophylla;Baccaurea macrophylla;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea minor;Baccaurea minor;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea motleyana;Baccaurea motleyana;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea puberula;Baccaurea puberula;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea pyriformis;Baccaurea pyriformis;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea racemosa;Baccaurea racemosa;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea ramiflora;Baccaurea ramiflora;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea ramiflora;Baccaurea ramiflora Lour.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Baccaurea sp;Baccaurea sp.;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea ;Baccaurea sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Baccaurea stipulata;Baccaurea stipulata;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea sumatrana;Baccaurea sumatrana;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea tetrandra;Baccaurea tetrandra;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Baccaurea trigonocarpa;Baccaurea trigonocarpa;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Bacidia sp;Bacidia sp.;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Bactris brongniartii;Bactris  brongniartii Martius;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Phyllanthaceae;Baccaurea;No
Bactris coloradonis;Bactris coloradonis;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Bactris;No
Bactris gasipaes;Bactris gasipaes;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Bactris;No
Bactris gasipaes;Bactris gassipaes;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Bactris;No
Bactris guineensis;Bactris guineensis;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Bactris;No
Bactris longiseta;Bactris longiseta;Plantae;Tracheophyta;Liliopsida;Arecales;Arecaceae;Bactris;No
Bactris;Bactris sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Baissea breviloba;Baissea breviloba;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Baissea;No
Balanites wilsoniana;Balanites wilsoniana;Plantae;Tracheophyta;Magnoliopsida;Zygophyllales;Zygophyllaceae;Balanites;No
Balizia elegans;Balizia elegans;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Balizia;No
Balizia pendicellaris;Balizia pendicellaris;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Balizia pedicellaris;Balizzia pedicallaris;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Banara guianensis;Banara guianensis;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Banara;No
Banksia aemula;Banksia aemula;Plantae;Tracheophyta;Magnoliopsida;Proteales;Proteaceae;Banksia;No
Banksia ericifolia;Banksia ericifolia;Plantae;Tracheophyta;Magnoliopsida;Proteales;Proteaceae;Banksia;No
Banksia integrifolia;Banksia integrifolia;Plantae;Tracheophyta;Magnoliopsida;Proteales;Proteaceae;Banksia;No
Banksia serrata;Banksia serrata;Plantae;Tracheophyta;Magnoliopsida;Proteales;Proteaceae;Banksia;No
Barbilophozia attenuata;Barbilophozia attenuata;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Anastrophyllaceae;Neoorthocaulis;No
Barbilophozia barbata;Barbilophozia barbata;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Anastrophyllaceae;Barbilophozia;No
Barbilophozia floerkei;Barbilophozia floerkei;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Anastrophyllaceae;Neoorthocaulis;No
Barbilophozia hatcheri;Barbilophozia hatcheri;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Anastrophyllaceae;Barbilophozia;No
Barbilophozia kunzeana;Barbilophozia kunzeana;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Anastrophyllaceae;Schljakovia;No
Barbilophozia lycopodioides;Barbilophozia lycopodioides;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Anastrophyllaceae;Barbilophozia;No
Barringtonia acutangula;Barringtonia acutangula;Plantae;Tracheophyta;Magnoliopsida;Ericales;Lecythidaceae;Barringtonia;No
Barringtonia acutangula;Barringtonia acutangula ?;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Barringtonia lanceolata;Barringtonia lanceolata;Plantae;Tracheophyta;Magnoliopsida;Ericales;Lecythidaceae;Barringtonia;No
Barringtonia macrostachya;Barringtonia macrostachya;Plantae;Tracheophyta;Magnoliopsida;Ericales;Lecythidaceae;Barringtonia;No
Barringtonia sarcostachys;Barringtonia sarcostachys;Plantae;Tracheophyta;Magnoliopsida;Ericales;Lecythidaceae;Barringtonia;No
Barringtonia scortechinii;Barringtonia scortechinii;Plantae;Tracheophyta;Magnoliopsida;Ericales;Lecythidaceae;Barringtonia;No
Barringtonia sp;Barringtonia sp.;Plantae;Tracheophyta;Magnoliopsida;Ericales;Lecythidaceae;Barringtonia;No
Barringtonia sp ;Barringtonia sp. 1;Plantae;Tracheophyta;Magnoliopsida;Ericales;Lecythidaceae;Barringtonia;No
Barringtonia sp 2;Barringtonia sp. 2;Plantae;Tracheophyta;Magnoliopsida;Ericales;Lecythidaceae;Barringtonia;No
Barringtonia;Barringtonia sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Bartramia halleriana;Bartramia halleriana;Plantae;Bryophyta;Bryopsida;Bartramiales;Bartramiaceae;Bartramia;No
Bartramia pomiformis;Bartramia pomiformis;Plantae;Bryophyta;Bryopsida;Bartramiales;Bartramiaceae;Bartramia;No
Bathysa meridionalis;Bathysa meridionalis L.B. Sm. & Downs;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Bauhinia purpurea;Bauhania purpurea;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Bauhinia sp;Bauhinia  sp.;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Bathysa;No
Bauhinia endertii;Bauhinia cf. endertii;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Bathysa;No
Bauhinia endertii;Bauhinia cf. endertii;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Bauhinia divaricata;Bauhinia divaricata L.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Bauhinia excelsa;Bauhinia excelsa;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Phanera;No
Bauhinia excelsa;Bauhinia excelsa;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Bauhinia finlaysoniana;Bauhinia finlaysoniana;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Phanera;No
Bauhinia guianensis;Bauhinia guianensis;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Schnella;No
Bauhinia herrerae;Bauhinia herrerae (Britton et Rose) Standl. et Steyerm.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Bauhinia integrifolia;Bauhinia integrifolia;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Phanera;No
Bauhinia kockiana;Bauhinia kockiana;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Phanera;No
Bauhinia malabarica;Bauhinia malabarica;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Piliostigma;No
Bauhinia purpurea;Bauhinia purpurea;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Bauhinia;No
Bauhinia racemosa;Bauhinia racemosa;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Bauhinia;No
Bauhinia rutilans;Bauhinia rutilansis;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Bauhinia semibifida;Bauhinia semibifida;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Phanera;No
Bauhinia semicordata;Bauhinia semicordata;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Bauhinia ;Bauhinia sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Bauhinia sp ;Bauhinia sp.1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Phanera;No
Bauhinia;Bauhinia sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Bauhinia sp 2;Bauhinia sp.2;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Phanera;No
Bauhinia;Bauhinia sp.4;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
